331.bmp	74.29611645
727.bmp	73.08813332
532.bmp	60.48036227
352.bmp	68.60041576
281.bmp	59.72994062
291.bmp	56.27430221
918.bmp	62.3311177
46.bmp	58.62145265
545.bmp	63.60451675
595.bmp	56.86260374
574.bmp	44.88351168
442.bmp	33.23632937
255.bmp	51.3821988
605.bmp	54.85574076
717.bmp	36.62499572
609.bmp	65.45035345
722.bmp	45.49610239
12.bmp	76.87901287
685.bmp	34.09855477
791.bmp	32.93397206
419.bmp	46.2038339
443.bmp	41.80508508
640.bmp	67.74750618
960.bmp	73.87279409
540.bmp	71.68697171
336.bmp	72.64332323
251.bmp	68.69171459
576.bmp	49.6085547
901.bmp	27.9245911
148.bmp	59.20966848
989.bmp	79.0306354
476.bmp	29.6527872
764.bmp	37.44630187
282.bmp	51.78876198
815.bmp	57.16422639
519.bmp	79.66686872
403.bmp	57.82562502
487.bmp	44.204062
124.bmp	70.98381137
568.bmp	72.41951887
790.bmp	29.76908579
333.bmp	74.15287836
890.bmp	70.22700587
348.bmp	51.30246395
892.bmp	69.51219438
543.bmp	61.78918554
607.bmp	33.23632937
909.bmp	65.22201059
835.bmp	50.92930167
132.bmp	34.56758644
80.bmp	81.01466658
56.bmp	55.09290605
258.bmp	63.17947204
767.bmp	32.09602895
776.bmp	58.89329306
629.bmp	23.23632937
470.bmp	68.61245799
597.bmp	21.18572455
345.bmp	72.13662912
908.bmp	29.61194795
387.bmp	65.82349212
103.bmp	52.28682425
490.bmp	56.14474481
737.bmp	46.15830491
468.bmp	32.95315454
354.bmp	41.54343773
157.bmp	79.28421964
874.bmp	54.9352201
701.bmp	60.34242052
522.bmp	65.45952002
277.bmp	66.23899826
167.bmp	68.08704373
480.bmp	54.92747591
711.bmp	43.23224198
602.bmp	53.53963978
805.bmp	50.29406549
141.bmp	56.81989844
746.bmp	63.17982117
622.bmp	56.68770793
105.bmp	50.54635104
379.bmp	67.3006966
284.bmp	49.0832562
637.bmp	34.76014144
945.bmp	57.59728594
616.bmp	61.47191353
485.bmp	70.24095011
594.bmp	51.03227849
926.bmp	41.41945025
502.bmp	47.43440359
325.bmp	73.80858465
610.bmp	71.75659775
116.bmp	36.27741999
680.bmp	73.62405182
877.bmp	52.25289174
573.bmp	45.99873216
194.bmp	43.09752773
452.bmp	72.5247361
696.bmp	38.77872513
301.bmp	67.2766053
759.bmp	57.81897803
269.bmp	66.06481791
440.bmp	55.59192977
362.bmp	52.85909592
779.bmp	51.47595516
267.bmp	54.16283245
335.bmp	74.49181127
82.bmp	85.23743578
716.bmp	59.18964231
539.bmp	23.23632937
404.bmp	21.76122776
937.bmp	51.65224748
123.bmp	37.4450976
1000.bmp	66.68823622
209.bmp	66.9196348
830.bmp	63.80753812
587.bmp	67.99143012
1.bmp	20.76151327
81.bmp	21.86045497
294.bmp	65.28311311
431.bmp	46.80086334
956.bmp	32.92787252
833.bmp	49.47928373
222.bmp	64.28287461
552.bmp	59.15345251
221.bmp	61.15931083
372.bmp	66.85934394
